"age","sex","category","population"
89,"Naiset","v2010",34
89,"Naiset","v2024",31
90,"Naiset","v1990",11
90,"Naiset","v2010",21
90,"Naiset","v2024",29
91,"Naiset","v1990",11
91,"Naiset","v2010",16
91,"Naiset","v2024",25
92,"Naiset","v1990",3
92,"Naiset","v2010",10
92,"Naiset","v2024",20
93,"Naiset","v1990",0
93,"Naiset","v2010",6
93,"Naiset","v2024",17
94,"Naiset","v1990",2
94,"Naiset","v2010",8
94,"Naiset","v2024",17
95,"Naiset","v1990",2
95,"Naiset","v2010",6
95,"Naiset","v2024",6
96,"Naiset","v1990",1
96,"Naiset","v2010",3
96,"Naiset","v2024",3
97,"Naiset","v1990",1
97,"Naiset","v2010",2
97,"Naiset","v2024",7
98,"Naiset","v1990",0
98,"Naiset","v2010",0
98,"Naiset","v2024",4
99,"Naiset","v1990",0
99,"Naiset","v2010",2
99,"Naiset","v2024",5
100,"Naiset","v1990",1
100,"Naiset","v2010",1
100,"Naiset","v2024",4
